Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,39,1,Nursing,daytime,1,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,100.0,0,0,0,1,male,no,34,0,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
single,7,1,Management (evening attendance),evening,40,150.0,1,37,Basic Education 1st Cycle (4th–5th Year),6,Farmers and Agricultural Workers,150.0,1,0,0,1,male,no,44,0,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout
married,39,1,Tourism,daytime,19,133.1,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Armed Forces Professions,156.5,0,0,0,1,male,no,53,0,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate
single,39,1,Informatics Engineering,daytime,19,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Administrative Staff,98.6,0,0,1,0,male,no,28,0,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout
single,7,1,Management (evening attendance),evening,3,130.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,130.0,0,0,0,1,male,no,31,0,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout
single,1,1,Animation and Multimedia Design,daytime,1,130.0,1,1,Basic Education 2nd Cycle (6th–8th Year),5,Unskilled Workers,118.1,0,0,1,0,male,no,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
single,39,1,Agronomy,daytime,1,100.0,1,1,Higher Education - Degree,9,Armed Forces Professions,120.0,0,0,1,0,male,no,44,0,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout
single,1,1,Veterinary Nursing,daytime,1,142.0,1,1,Secondary Education - 12th Year or Eq.,9,Unskilled Workers,127.7,1,0,0,1,male,no,19,0,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate
single,15,1,Animation and Multimedia Design,daytime,1,130.0,26,1,Secondary Education - 12th Year or Eq.,2,Unskilled Workers,130.0,0,0,0,1,male,no,21,1,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,Enrolled
single,18,1,Informatics Engineering,daytime,1,148.0,1,3,Basic Education 3rd Cycle (9th–11th Year),3,"Services, Security, Sellers",147.7,0,0,0,1,male,yes,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,44,1,Agronomy,daytime,39,170.0,1,19,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",170.0,1,0,0,1,male,no,20,0,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,Graduate
single,39,1,Communication Design,daytime,1,110.0,1,37,Basic Education 1st Cycle (4th–5th Year),7,Skilled Industry and Construction Workers,110.2,0,0,0,1,male,no,55,0,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
single,1,1,Management,daytime,1,166.0,1,19,Basic Education 1st Cycle (4th–5th Year),4,Machine Operators and Assemblers,146.4,0,0,0,1,male,no,27,0,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled
single,17,2,Informatics Engineering,daytime,1,135.0,1,12,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",121.0,0,0,0,1,male,no,19,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,1,1,Management,daytime,1,133.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,129.9,0,0,0,1,male,no,18,0,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
married,39,1,Journalism and Communication,daytime,1,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),7,Administrative Staff,132.0,0,0,0,1,male,no,43,0,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
single,18,3,Tourism,daytime,1,121.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Farmers and Agricultural Workers,125.9,1,0,0,1,male,no,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1,1,Animation and Multimedia Design,daytime,1,159.0,1,3,Higher Education - Degree,2,Intellectual and Scientific Specialists,165.7,1,0,0,1,male,no,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,17,5,Tourism,daytime,1,130.0,1,37,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,122.7,1,0,1,1,male,yes,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
married,39,1,Management (evening attendance),evening,1,121.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,141.4,0,0,1,0,male,no,29,0,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout
single,39,1,Equinculture,daytime,19,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Armed Forces Professions,156.4,1,0,1,1,male,no,44,0,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1,1,Informatics Engineering,daytime,1,146.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,148.5,1,0,0,1,male,no,18,0,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,Enrolled
single,44,1,Agronomy,daytime,39,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Legislative/Executive Directors and Managers,140.0,0,0,0,1,male,yes,20,0,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled
single,43,1,Communication Design,daytime,1,125.0,1,38,Basic Education 1st Cycle (4th–5th Year),8,Skilled Industry and Construction Workers,131.7,1,0,0,1,male,no,20,0,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,Dropout
married,39,2,Management,daytime,1,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,104.7,1,0,0,1,male,no,36,0,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
single,44,1,Equinculture,daytime,39,150.0,1,5,Secondary Education - 12th Year or Eq.,2,"Services, Security, Sellers",150.0,1,0,0,1,male,no,19,0,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,Enrolled
married,39,1,Veterinary Nursing,daytime,19,110.0,1,37,Basic Education 1st Cycle (4th–5th Year),90,Other Situation,110.0,0,0,0,0,male,no,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1,1,Advertising and Marketing Management,daytime,1,120.0,1,1,Secondary Education - 12th Year or Eq.,9,Unskilled Workers,129.1,1,0,0,1,male,no,18,0,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,10.8,1.4,1.74,Dropout
single,39,1,Agronomy,daytime,1,133.1,1,1,Secondary Education - 12th Year or Eq.,1,Farmers and Agricultural Workers,120.0,0,0,0,0,male,no,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1,1,Journalism and Communication,daytime,1,133.1,1,3,Basic Education 3rd Cycle (9th–11th Year),2,"Services, Security, Sellers",127.0,0,0,0,1,male,no,20,0,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,Graduate
married,39,1,Social Service (evening attendance),evening,19,133.1,1,19,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,151.5,0,0,1,0,male,no,45,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
single,43,2,Nursing,daytime,1,130.0,1,38,Basic Education 1st Cycle (4th–5th Year),4,Administrative Staff,126.8,1,0,0,1,male,yes,28,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,Graduate
single,1,1,Tourism,daytime,1,160.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,140.8,1,0,0,1,male,no,23,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled
single,1,1,Nursing,daytime,1,128.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Skilled Industry and Construction Workers,125.6,1,0,0,1,male,no,18,0,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,12.4,0.5,1.79,Graduate
single,1,2,Management,daytime,1,140.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Administrative Staff,127.8,1,0,0,1,male,no,23,0,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout
single,43,1,Animation and Multimedia Design,daytime,1,120.0,1,3,Higher Education - Degree,2,Intellectual and Scientific Specialists,120.0,1,0,0,1,male,no,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
single,1,1,Communication Design,daytime,1,140.0,1,19,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",131.3,0,0,0,1,male,yes,22,0,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,12.4,0.5,1.79,Graduate
single,39,1,Management (evening attendance),evening,12,120.0,1,37,Basic Education 2nd Cycle (6th–8th Year),5,"Services, Security, Sellers",155.7,0,0,0,1,male,no,33,0,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate
single,53,1,Agronomy,daytime,42,130.0,1,1,Basic Education 2nd Cycle (6th–8th Year),9,Farmers and Agricultural Workers,128.5,0,0,0,1,male,no,21,0,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,Graduate
married,39,1,Management,daytime,1,100.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,"Services, Security, Sellers",170.0,0,0,0,1,male,no,45,0,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,Graduate
married,39,1,Agronomy,daytime,1,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,100.0,0,0,0,0,male,no,44,0,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,Dropout
divorced,39,1,Advertising and Marketing Management,daytime,1,110.0,1,19,Basic Education 3rd Cycle (9th–11th Year),90,Blank,107.2,0,0,0,1,male,no,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,18,1,Management,daytime,1,147.0,1,19,Secondary Education - 12th Year or Eq.,9,Skilled Industry and Construction Workers,139.3,1,0,0,1,male,no,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,17,6,Management,daytime,1,133.0,1,19,Basic Education 2nd Cycle (6th–8th Year),5,Farmers and Agricultural Workers,123.2,1,0,0,1,male,no,20,0,0,5,7,3,12.666666666666666,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled
single,1,2,Tourism,daytime,1,137.0,1,1,Basic Education 2nd Cycle (6th–8th Year),2,Machine Operators and Assemblers,122.3,1,0,0,1,male,yes,20,0,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
single,17,2,Journalism and Communication,daytime,1,124.0,1,1,Secondary Education - 12th Year or Eq.,4,Administrative Staff,127.9,1,0,0,1,male,no,20,0,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled
single,1,2,Management,daytime,1,128.0,1,1,Secondary Education - 12th Year or Eq.,9,Farmers and Agricultural Workers,120.3,0,0,0,1,male,no,19,0,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled
single,51,1,Social Service (evening attendance),evening,1,120.0,1,1,Secondary Education - 12th Year or Eq.,4,Administrative Staff,128.5,0,0,1,0,male,no,26,0,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,Dropout
married,39,1,Agronomy,daytime,1,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),8,Skilled Industry and Construction Workers,150.0,0,0,0,1,male,no,31,0,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate
single,1,1,Journalism and Communication,daytime,1,142.0,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,136.1,0,0,1,1,male,yes,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
single,39,1,Journalism and Communication,daytime,19,100.0,1,37,Basic Education 1st Cycle (4th–5th Year),0,Student,128.0,1,0,0,1,male,no,28,0,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate
single,1,1,Animation and Multimedia Design,daytime,1,149.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,158.1,1,0,0,1,male,yes,20,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,10.8,1.4,1.74,Graduate
married,1,2,Social Service (evening attendance),evening,1,110.0,1,37,Secondary Education - 12th Year or Eq.,9,Armed Forces Professions,108.7,1,0,0,1,female,no,43,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
single,39,1,Animation and Multimedia Design,daytime,19,133.1,101,1,Basic Education 3rd Cycle (9th–11th Year),2,Skilled Industry and Construction Workers,110.0,0,0,0,1,male,yes,25,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,39,1,Social Service,daytime,19,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,120.0,0,1,1,1,female,no,40,0,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,Dropout
single,44,1,Veterinary Nursing,daytime,39,150.0,6,5,Master's Degree,1,Legislative/Executive Directors and Managers,150.0,0,0,0,1,female,no,20,1,2,6,7,6,13.333333333333334,0,1,6,16,5,13.375,0,12.4,0.5,1.79,Graduate
married,39,1,Social Service (evening attendance),evening,12,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Legislative/Executive Directors and Managers,113.0,0,0,0,1,female,no,46,0,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate
single,51,1,Biofuel Production Technologies,daytime,1,121.0,1,19,Basic Education 1st Cycle (4th–5th Year),5,Skilled Industry and Construction Workers,118.6,0,0,0,1,female,no,26,0,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,8.9,1.4,3.51,Graduate
married,39,1,Nursing,daytime,1,133.1,1,3,Secondary Education - 12th Year or Eq.,5,"Services, Security, Sellers",148.8,0,0,0,1,female,yes,34,0,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,Graduate
single,18,3,Basic Education,daytime,1,122.0,1,38,Basic Education 1st Cycle (4th–5th Year),9,"Services, Security, Sellers",120.3,1,0,0,1,female,no,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1,6,Nursing,daytime,1,143.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,127.0,1,0,0,1,female,yes,18,0,0,8,8,7,13.585714285714284,0,0,8,8,7,13.585714285714284,0,12.7,3.7,-1.7,Graduate
single,1,1,Oral Hygiene,daytime,1,123.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,Unskilled Workers,113.8,1,0,0,1,female,no,18,0,0,7,9,7,11.155555555555557,0,0,8,10,8,11.425,0,12.7,3.7,-1.7,Graduate
single,39,1,Social Service (evening attendance),evening,1,120.0,1,38,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,108.0,0,0,0,1,male,yes,37,0,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,Graduate
single,17,1,Animation and Multimedia Design,daytime,1,114.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,129.1,0,0,0,1,male,yes,23,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,9.4,-0.8,-3.12,Graduate
single,43,1,Communication Design,daytime,1,114.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,135.9,0,0,0,1,male,no,26,0,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,Graduate
single,10,2,Journalism and Communication,daytime,1,154.4,22,19,Basic Education 2nd Cycle (6th–8th Year),3,"Services, Security, Sellers",154.4,1,0,0,0,female,no,18,1,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,15,1,Nursing,daytime,1,190.0,108,3,Bachelor's Degree,122,Administrative Staff,190.0,1,0,0,1,female,no,18,1,0,7,15,4,11.575,0,0,7,10,5,12.419999999999998,0,12.4,0.5,1.79,Enrolled
single,17,4,Nursing,daytime,1,136.0,1,3,Higher Education - Degree,2,Intellectual and Scientific Specialists,132.5,1,0,0,1,female,no,19,0,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,Graduate
single,10,2,Veterinary Nursing,daytime,1,163.3,22,19,Secondary Education - 12th Year or Eq.,4,Unskilled Workers,163.3,0,0,0,1,female,no,18,1,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,Graduate
single,1,1,Advertising and Marketing Management,daytime,1,126.0,1,1,Higher Education - Degree,4,Intermediate Level Technicians,122.5,1,0,0,1,female,no,19,0,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,Dropout
single,17,4,Informatics Engineering,daytime,1,122.0,62,1,Secondary Education - 12th Year or Eq.,191,Construction Workers (non-electric),121.0,1,0,0,1,male,no,20,1,0,5,10,4,14.25,0,0,5,14,1,10.0,0,8.9,1.4,3.51,Enrolled
single,17,1,Communication Design,daytime,1,137.0,1,1,Secondary Education - 12th Year or Eq.,1,"Services, Security, Sellers",131.8,0,0,0,1,female,yes,22,0,0,6,7,6,12.166666666666666,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,Graduate
single,1,3,Nursing,daytime,1,139.0,1,19,Secondary Education - 12th Year or Eq.,9,"Services, Security, Sellers",135.0,1,0,0,1,female,yes,18,0,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,12.7,3.7,-1.7,Graduate
single,17,1,Tourism,daytime,1,142.0,1,19,Technological Specialization Course,5,Administrative Staff,141.7,0,0,0,1,female,yes,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Graduate
single,1,3,Journalism and Communication,daytime,1,133.1,1,38,Basic Education 2nd Cycle (6th–8th Year),5,"Services, Security, Sellers",131.3,1,0,0,1,female,yes,18,0,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
single,1,6,Tourism,daytime,1,126.0,1,38,Basic Education 1st Cycle (4th–5th Year),5,Skilled Industry and Construction Workers,123.9,1,0,0,1,female,yes,18,0,0,6,7,6,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
single,1,2,Tourism,daytime,1,131.0,1,4,Higher Education - Degree,7,Administrative Staff,126.1,1,0,0,1,female,no,18,0,0,6,8,6,12.142857142857142,0,0,6,6,6,11.166666666666666,0,8.9,1.4,3.51,Graduate
single,17,6,Nursing,daytime,1,131.0,1,1,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,126.5,1,0,0,1,female,yes,19,0,0,7,8,7,13.875714285714285,0,0,8,9,7,13.085714285714284,0,11.1,0.6,2.02,Graduate
single,17,1,Basic Education,daytime,1,108.0,1,19,Secondary Education - 12th Year or Eq.,5,"Services, Security, Sellers",107.3,0,0,0,1,female,no,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,17,4,Social Service,daytime,1,133.1,1,1,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",95.0,1,0,0,1,female,yes,19,0,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
single,1,2,Veterinary Nursing,daytime,1,122.0,1,3,Secondary Education - 12th Year or Eq.,4,Skilled Industry and Construction Workers,116.1,1,0,0,1,female,no,18,0,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,Graduate
single,1,4,Communication Design,daytime,1,143.0,1,1,Secondary Education - 12th Year or Eq.,9,Skilled Industry and Construction Workers,134.6,1,0,0,1,female,yes,18,0,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Dropout
single,17,6,Nursing,daytime,1,135.0,1,19,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,128.0,1,0,0,1,female,yes,18,0,0,7,7,7,14.44142857142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,Graduate
single,17,2,Journalism and Communication,daytime,1,148.0,1,3,Basic Education 2nd Cycle (6th–8th Year),2,Farmers and Agricultural Workers,144.2,1,0,0,1,female,no,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,Graduate
single,17,1,Management,daytime,1,134.0,1,19,Basic Education 2nd Cycle (6th–8th Year),4,Machine Operators and Assemblers,129.5,0,0,0,1,female,yes,18,0,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,Graduate
single,17,1,Journalism and Communication,daytime,1,122.0,1,1,Secondary Education - 12th Year or Eq.,4,Skilled Industry and Construction Workers,116.8,1,0,1,1,female,no,18,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,16.2,0.3,-0.92,Graduate
single,44,1,Agronomy,daytime,39,160.0,1,37,Basic Education 2nd Cycle (6th–8th Year),9,Farmers and Agricultural Workers,160.0,0,0,0,1,female,yes,20,0,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate
single,16,2,Social Service,daytime,1,126.0,1,38,Basic Education 1st Cycle (4th–5th Year),3,"Services, Security, Sellers",127.1,1,0,0,1,female,yes,19,0,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,Graduate
single,17,1,Equinculture,daytime,1,138.0,1,2,Basic Education 3rd Cycle (9th–11th Year),2,Farmers and Agricultural Workers,126.3,1,0,0,1,female,yes,18,0,0,6,7,6,12.833333333333334,1,0,6,8,6,13.0,0,8.9,1.4,3.51,Enrolled
single,1,1,Social Service,daytime,1,115.0,1,38,Basic Education 2nd Cycle (6th–8th Year),8,Skilled Industry and Construction Workers,112.9,1,0,0,1,female,yes,19,0,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,12.4,0.5,1.79,Graduate
single,17,2,Basic Education,daytime,1,141.0,1,3,Secondary Education - 12th Year or Eq.,1,"Services, Security, Sellers",130.2,1,0,0,1,female,no,19,0,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled
single,43,1,Equinculture,daytime,1,100.0,41,3,Master's Degree,3,Intellectual and Scientific Specialists,100.0,0,0,0,1,female,no,19,1,0,5,10,5,14.857142857142858,2,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,Enrolled
single,1,1,Advertising and Marketing Management,daytime,1,130.0,1,19,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,121.6,0,0,0,1,female,no,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.833333333333334,0,12.4,0.5,1.79,Graduate
single,15,1,Advertising and Marketing Management,daytime,1,130.0,26,42,Secondary Education - 12th Year or Eq.,2,Skilled Industry and Construction Workers,130.0,0,1,1,1,female,no,20,1,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate
single,18,1,Equinculture,daytime,1,135.0,1,38,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",121.7,1,0,0,1,female,yes,18,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate
single,7,1,Management,daytime,3,120.0,1,1,Technological Specialization Course,4,Skilled Industry and Construction Workers,120.0,0,0,0,1,female,no,33,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
single,1,1,Basic Education,daytime,1,148.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",143.5,0,0,0,1,female,yes,19,0,0,7,8,6,12.833333333333334,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,17,2,Oral Hygiene,daytime,1,136.0,1,1,Secondary Education - 12th Year or Eq.,9,Unskilled Workers,128.3,0,0,0,1,female,yes,18,0,0,7,7,7,13.428571428571429,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,Graduate
single,17,1,Communication Design,daytime,1,108.0,1,19,Secondary Education - 12th Year or Eq.,4,Intermediate Level Technicians,111.9,0,0,0,1,female,no,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,44,1,Agronomy,daytime,39,140.0,1,38,Basic Education 2nd Cycle (6th–8th Year),6,Intermediate Level Technicians,140.0,0,0,0,1,female,no,19,0,0,6,18,3,11.666666666666666,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,Enrolled
single,1,3,Journalism and Communication,daytime,1,153.0,1,3,Secondary Education - 12th Year or Eq.,2,Machine Operators and Assemblers,137.6,1,0,0,1,female,no,18,0,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
single,1,1,Social Service,daytime,1,135.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",135.0,1,0,0,1,female,no,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,Graduate
single,1,5,Nursing,daytime,1,146.0,1,19,Basic Education 1st Cycle (4th–5th Year),7,Skilled Industry and Construction Workers,133.8,1,0,0,1,female,no,19,0,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,9.4,-0.8,-3.12,Graduate
single,1,2,Journalism and Communication,daytime,1,130.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,126.9,1,0,0,1,male,yes,18,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,17,2,Tourism,daytime,1,113.0,1,1,Bachelor's Degree,5,Intermediate Level Technicians,106.7,1,0,1,1,male,yes,19,0,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
